UF;MUNICIPIO;TOTAL;AUTOMOVEL;BONDE;CAMINHAO;CAMINHAO TRATOR;CAMINHONETE;CAMIONETA;CHASSI PLATAF;CICLOMOTOR;MICRO-ONIBUS;MOTOCICLETA;MOTONETA;ONIBUS;QUADRICICLO;REBOQUE;SEMI-REBOQUE;SIDE-CAR;OUTROS;TRATOR ESTEI;TRATOR RODAS;TRICICLO;UTILITARIO
MA;TUTOIA;5865;705;0;109;17;644;70;0;3;42;3187;942;31;0;35;26;0;0;0;0;2;52
MA;URBANO SANTOS;4217;696;0;115;13;595;70;0;0;13;2379;230;35;0;20;21;0;0;0;0;1;29
MA;VARGEM GRANDE;8405;1374;0;176;5;487;63;0;19;13;5317;849;29;0;21;13;0;0;0;0;0;39
MA;VIANA;14066;1788;0;234;11;744;94;0;15;15;9733;1253;15;0;72;20;0;0;0;0;2;70
MA;VILA NOVA DOS MARTIRIOS;2602;500;0;49;4;195;23;0;8;9;1429;319;8;0;46;4;0;0;0;0;1;7
MA;VITORIA DO MEARIM;6923;1466;0;134;12;515;58;0;14;11;3783;828;13;0;35;14;0;0;0;0;0;40
MA;VITORINO FREIRE;11764;1333;0;140;5;672;60;0;8;16;8081;1333;29;0;44;13;0;1;0;0;1;28
MA;ZE DOCA;17823;2307;0;316;32;1035;91;0;6;25;12185;1582;66;0;71;37;0;0;0;0;3;67
MG;ABADIA DOS DOURADOS;5036;2607;0;223;38;587;76;0;10;44;1131;128;22;0;109;41;0;0;0;0;2;18
MG;ABAETE;15126;8123;0;547;73;1650;380;0;135;48;2520;822;207;0;448;80;8;0;0;0;7;78
MG;ABRE CAMPO;7560;3457;0;301;105;923;124;0;26;21;2196;25;71;0;100;172;0;0;0;0;2;37
MG;ACAIACA;2158;1077;0;59;2;171;48;0;9;11;690;15;11;0;49;3;0;0;0;0;2;11
MG;ACUCENA;4201;1613;0;77;2;397;49;0;9;26;1877;29;61;0;45;3;0;0;0;1;3;9
MG;AGUA BOA;5187;1808;0;128;2;476;53;0;9;19;2487;55;44;0;74;5;0;0;0;0;15;12
MG;AGUA COMPRIDA;1130;583;0;52;13;176;25;0;6;19;143;7;17;0;55;26;0;0;0;0;1;7
MG;AGUANIL;2132;1241;0;92;12;226;47;0;1;13;382;34;12;0;48;16;0;0;0;0;0;8
MG;AGUAS FORMOSAS;7155;2887;0;140;10;745;154;0;51;45;2703;189;64;0;108;13;6;0;0;0;8;32
MG;AGUAS VERMELHAS;3127;1210;0;120;31;361;40;0;1;44;1122;88;41;0;29;36;0;0;0;0;1;3
MG;AIMORES;11103;3884;0;239;19;600;136;0;44;51;4566;1252;54;0;187;25;1;0;0;6;7;32
MG;AIURUOCA;3896;1868;0;132;20;415;124;0;7;36;1104;33;13;0;54;19;0;0;0;0;2;69
MG;ALAGOA;1433;601;0;52;0;185;48;0;4;5;466;19;20;0;13;0;0;0;0;0;0;20
MG;ALBERTINA;2186;1089;0;100;3;305;63;0;0;27;540;17;9;0;15;2;0;0;0;1;0;15
MG;ALEM PARAIBA;27671;14922;0;1527;570;2433;696;0;80;127;5331;605;79;0;567;547;5;5;0;0;10;167
MG;ALFENAS;55260;30622;0;1419;168;5462;1749;1;237;172;11214;1878;301;0;1078;222;3;19;0;3;15;697
MG;ALFREDO VASCONCELOS;4082;1856;0;199;57;428;165;0;6;26;1068;28;36;0;117;77;0;0;0;2;5;12
MG;ALMENARA;17612;6191;0;347;24;1664;493;0;115;114;6923;1180;182;0;232;30;1;2;0;0;37;77
MG;ALPERCATA;2477;1087;0;121;15;204;81;0;11;7;780;79;10;0;55;17;0;0;0;0;1;9
MG;ALPINOPOLIS;15131;8988;0;599;48;1577;276;0;8;68;2875;143;121;0;202;66;0;3;0;1;6;150
MG;ALTEROSA;10177;5142;0;362;18;1056;202;0;22;39;2902;192;73;0;118;10;0;0;0;1;3;37
MG;ALTO CAPARAO;3774;1739;0;94;2;360;89;0;47;27;1281;34;32;0;53;3;0;0;0;0;1;12
MG;ALTO JEQUITIBA;5809;2792;0;109;1;668;70;0;37;8;1945;44;24;0;86;1;0;1;0;0;0;23
MG;ALTO RIO DOCE;5964;2315;0;174;2;492;107;0;10;36;2521;135;43;0;75;1;0;0;0;0;3;50
MG;ALVARENGA;2306;843;0;45;7;186;26;0;6;8;1125;15;24;0;9;1;1;0;0;0;0;10
MG;ALVINOPOLIS;7415;3363;0;290;8;846;142;0;17;25;2542;36;36;0;64;6;1;2;0;0;6;31
MG;ALVORADA DE MINAS;1774;742;0;41;0;196;34;0;4;20;665;18;30;0;13;0;0;0;0;4;0;7
MG;AMPARO DA SERRA;2200;904;0;51;1;151;28;0;9;8;923;16;60;0;31;4;0;0;0;0;3;11
MG;ANDRADAS;31676;16947;0;1220;95;3474;1159;0;33;153;6828;889;124;0;275;118;2;5;0;0;2;352
MG;ANDRELANDIA;5964;3585;0;195;9;615;179;0;13;49;1018;117;38;0;94;9;3;2;0;0;5;33
MG;ANGELANDIA;3793;1364;0;144;2;418;51;0;4;19;1612;79;45;0;33;2;0;0;0;0;5;15
MG;ANTONIO CARLOS;5735;3158;0;237;16;398;218;0;28;37;1387;28;54;0;129;18;0;1;0;0;2;24
MG;ANTONIO DIAS;3874;1903;0;140;74;318;69;0;4;36;1126;24;76;0;48;43;0;1;0;0;2;10
MG;ANTONIO PRADO DE MINAS;924;409;0;19;0;58;23;0;50;10;310;12;6;0;23;0;0;0;0;0;0;4
MG;ARACAI;783;448;0;26;1;86;22;0;8;10;143;7;10;0;17;1;0;0;0;0;2;2
MG;ARACITABA;729;373;0;18;1;50;12;0;1;6;242;2;7;0;16;1;0;0;0;0;0;0
MG;ARACUAI;16305;4609;0;331;23;1469;248;0;28;42;8078;888;190;0;251;26;1;3;0;3;31;84
MG;ARAGUARI;96015;44946;0;2752;1340;8128;2475;0;769;567;22023;6099;395;0;3660;1995;2;9;1;23;72;759
MG;ARANTINA;1479;839;0;55;0;112;30;0;1;14;353;37;5;0;27;1;1;0;0;0;1;3
MG;ARAPONGA;4547;1580;0;113;3;412;35;0;14;8;2292;23;21;0;15;5;0;0;0;0;10;16
MG;ARAPORA;4507;1630;0;490;219;442;103;0;60;40;762;222;75;0;247;204;0;1;0;2;0;10
MG;ARAPUA;2128;962;0;108;21;269;22;0;3;14;546;75;28;0;31;38;0;0;0;0;2;9
MG;ARAUJOS;5372;2701;0;170;11;625;80;0;10;11;1231;234;15;0;229;21;3;0;0;0;2;29
MG;ARAXA;80670;44940;0;2138;648;8609;2910;0;602;305;13595;2665;466;0;1823;812;11;4;0;17;60;1065
MG;ARCEBURGO;5994;3371;0;240;24;542;156;0;24;35;1153;199;92;0;83;45;1;3;0;0;3;23
MG;ARCOS;34777;16254;0;1531;975;3101;907;0;68;143;7528;1252;349;0;953;1367;12;9;0;15;15;298
MG;AREADO;9065;5588;0;294;24;934;213;0;67;35;1434;92;111;0;171;33;0;1;0;0;0;68
MG;ARGIRITA;1057;581;0;44;3;123;22;0;3;8;210;11;13;0;27;1;1;0;0;0;1;9
MG;ARICANDUVA;1917;611;0;46;0;187;20;0;0;10;975;26;22;0;10;0;0;0;0;0;7;3
MG;ARINOS;7622;3324;0;345;68;756;149;0;24;45;1977;243;163;0;396;101;2;3;0;1;1;24
MG;ASTOLFO DUTRA;7724;3698;0;311;24;726;188;0;78;14;2216;231;33;0;139;24;1;0;0;0;5;36
MG;ATALEIA;3764;1345;0;111;16;323;76;0;28;35;1661;55;49;0;33;20;1;0;0;0;1;10
MG;AUGUSTO DE LIMA;1620;830;0;40;6;167;35;0;12;8;414;23;25;0;46;7;0;0;0;0;0;7
MG;BAEPENDI;12341;5874;0;518;33;1121;453;0;13;89;3592;262;35;0;139;43;1;3;0;0;1;164
MG;BALDIM;3955;2087;0;248;15;455;94;0;30;17;843;57;31;0;48;15;0;0;0;0;2;13
MG;BAMBUI;16868;9174;0;666;146;2434;444;0;46;77;2675;265;100;0;396;245;0;1;0;1;8;190
MG;BANDEIRA;1103;325;0;24;0;100;24;0;0;13;570;21;17;0;6;0;0;0;0;0;0;3
MG;BANDEIRA DO SUL;3676;2264;0;148;20;437;113;0;8;23;545;32;16;0;32;18;0;1;0;0;1;18
MG;BARAO DE COCAIS;19157;10408;0;773;58;1723;514;0;104;99;4412;352;187;0;282;43;1;4;1;5;14;177
MG;BARAO D0 MONTE ALTO;1928;806;0;58;8;115;46;0;37;10;759;27;16;0;29;5;0;0;0;0;4;8
MG;BARBACENA;76478;45399;0;1891;415;5812;3405;0;234;328;14958;885;228;0;1634;406;1;16;0;9;57;800
MG;BARRA LONGA;2592;1121;0;56;4;270;49;0;7;12;1009;11;19;0;20;3;0;0;0;0;2;9
MG;BARROSO;12246;6410;0;384;293;749;324;0;381;36;2518;434;31;0;319;287;2;0;0;2;2;74
MG;BELA VISTA DE MINAS;4972;3293;0;200;55;318;136;0;14;20;744;43;15;0;53;54;0;0;0;1;2;24
MG;BELMIRO BRAGA;1336;731;0;104;10;139;36;0;6;18;221;19;10;0;24;8;0;0;0;0;0;10
MG;BELO HORIZONTE;2661229;1720184;0;47162;13734;303042;159304;10;1356;6955;290998;28937;10318;1;23456;5817;24;462;11;336;832;48290
MG;BELO ORIENTE;11966;6220;0;305;82;999;214;0;128;54;2844;250;122;0;453;248;1;2;0;0;4;40
MG;BELO VALE;5737;2768;0;415;83;649;109;0;11;54;1394;46;43;0;55;74;0;1;0;1;1;33
MG;BERILO;4343;1210;0;89;3;347;48;0;1;18;2471;40;53;0;43;4;1;0;0;0;4;11
MG;BERIZAL;1878;647;0;52;3;164;26;0;1;11;855;69;20;0;22;3;0;0;0;1;2;2
MG;BERTOPOLIS;876;338;0;12;0;71;17;0;1;5;401;12;9;0;8;1;0;0;0;0;0;1
MG;BETIM;236086;136781;0;7556;6130;18840;7256;0;493;947;39439;2315;1304;0;4730;8337;6;39;8;171;67;1667
MG;BIAS FORTES;1293;680;0;42;1;83;39;0;4;6;408;5;9;0;5;0;0;0;0;0;0;11
MG;BICAS;8575;5279;0;242;57;812;260;0;60;42;1236;162;35;0;242;56;0;4;0;0;7;81
MG;BIQUINHAS;1784;940;0;67;10;251;25;0;7;10;341;38;8;0;66;11;0;1;0;0;1;8
MG;BOA ESPERANCA;26646;15090;0;934;78;2708;616;0;123;152;5193;583;234;0;582;105;13;3;0;0;4;228
MG;BOCAINA DE MINAS;3569;1648;0;140;5;322;73;0;3;21;1153;80;17;0;49;4;0;1;0;0;0;53
MG;BOCAIUVA;27321;12062;0;824;216;2693;692;0;53;113;8548;868;278;0;584;234;4;5;0;1;15;131
MG;BOM DESPACHO;36585;19653;0;1345;367;3912;901;0;31;123;6892;893;506;0;1162;493;8;18;0;5;24;252
MG;BOM JARDIM DE MINAS;4292;2457;0;173;5;355;116;0;13;20;911;100;24;0;79;8;0;0;0;0;8;23
MG;BOM JESUS DA PENHA;4140;1713;0;221;18;521;69;0;2;30;1384;47;21;0;60;25;0;0;0;0;0;29
MG;BOM JESUS DO AMPARO;3279;1800;0;138;35;377;76;0;6;15;681;14;33;0;50;39;0;0;0;0;4;11
MG;BOM JESUS DO GALHO;6343;2514;0;164;0;452;74;0;19;20;2839;127;40;0;71;1;0;0;0;0;4;18
MG;BOM REPOUSO;8866;4079;0;238;15;1541;156;0;21;22;2522;113;29;0;85;18;0;0;0;0;2;25
MG;BOM SUCESSO;8674;5227;0;253;69;849;242;0;21;40;1600;50;73;0;141;68;2;4;0;1;1;33
MG;BONFIM;4851;2023;0;196;5;470;73;0;1;26;1831;98;22;0;69;6;0;4;0;0;1;26
MG;BONFINOPOLIS DE MINAS;3195;1445;0;132;24;402;69;0;13;12;843;49;45;0;109;44;2;1;0;0;0;5
MG;BONITO DE MINAS;1860;463;0;69;2;254;63;0;0;10;873;31;39;0;47;3;0;0;0;0;0;6
MG;BORDA DA MATA;11799;6623;0;361;18;1214;433;0;32;57;2485;147;80;0;184;26;1;3;0;0;3;132
MG;BOTELHOS;10425;6247;0;310;14;1064;272;0;23;92;1903;164;57;0;182;14;4;1;0;1;1;76
MG;BOTUMIRIM;1651;516;0;42;10;215;30;0;1;22;723;13;35;0;33;3;0;1;0;0;3;4
MG;BRAS PIRES;2605;1070;0;93;5;243;27;0;11;11;1035;34;18;0;37;6;0;2;0;0;3;10
MG;BRASILANDIA DE MINAS;8635;3845;0;328;139;772;111;0;38;38;2145;416;191;0;367;202;13;1;0;0;8;21
MG;BRASILIA DE MINAS;14926;6102;0;356;33;1053;300;0;10;46;5309;1092;128;0;397;37;0;5;0;0;4;54
MG;BRAUNAS;1677;629;0;27;1;164;32;0;10;12;723;9;26;0;38;0;0;0;0;0;1;5
MG;BRAZOPOLIS;8845;4726;0;318;12;1027;308;0;26;49;2073;39;64;0;94;17;1;1;0;0;2;88
MG;BRUMADINHO;27626;14457;0;1493;286;2823;871;0;79;177;5053;543;518;0;533;243;1;13;0;45;15;476
MG;BUENO BRANDAO;9097;4838;0;271;5;1188;191;0;7;47;2277;71;32;0;84;9;0;1;0;2;1;73
MG;BUENOPOLIS;4526;2170;0;154;14;512;77;0;16;26;1208;167;41;0;103;15;0;0;0;1;3;19
MG;BUGRE;1639;741;0;51;1;191;25;0;2;2;565;29;17;0;13;0;0;0;0;0;0;2
MG;BURITIS;12063;5362;0;537;233;1276;252;0;54;41;2451;538;180;0;673;398;5;2;0;1;5;55
MG;BURITIZEIRO;11866;4392;0;327;129;1060;289;0;116;55;4147;579;202;0;337;175;1;4;1;0;28;24
MG;CABECEIRA GRANDE;1450;647;0;79;26;171;27;0;16;18;304;26;18;0;76;40;1;0;0;0;0;1
MG;CABO VERDE;6986;4347;0;245;8;790;190;0;2;64;1133;23;66;0;77;9;0;3;0;0;1;28
MG;CACHOEIRA DA PRATA;1798;1026;0;75;19;188;49;0;25;5;308;24;11;0;37;21;0;0;0;2;1;7
MG;CACHOEIRA DE MINAS;5866;3122;0;177;6;700;157;0;21;43;1384;119;25;0;64;9;1;1;0;0;1;36
MG;CACHOEIRA DE PAJEU;2169;1054;0;45;14;187;22;0;1;26;709;41;25;0;34;8;0;0;0;0;0;3
MG;CACHOEIRA DOURADA;1329;626;0;36;14;101;24;0;4;15;228;137;5;0;110;22;0;0;0;1;0;6
MG;CAETANOPOLIS;6028;3184;0;212;41;498;165;0;186;24;1216;202;65;0;134;63;0;0;0;0;1;37
MG;CAETE;26849;14743;0;789;255;1944;824;0;85;137;6330;639;99;1;299;312;0;7;0;1;6;378
MG;CAIANA;2438;1025;0;75;0;195;27;0;23;10;988;31;18;0;32;0;0;0;0;0;1;13
MG;CAJURI;2112;796;0;102;23;171;23;0;47;8;855;23;16;0;23;15;0;0;0;0;0;10
MG;CALDAS;8975;5340;0;393;45;1038;306;0;16;68;1426;73;43;0;106;64;0;0;0;0;2;55
MG;CAMACHO;1924;790;0;68;2;252;19;0;3;10;685;14;59;0;15;4;0;0;0;0;1;2
MG;CAMANDUCAIA;16745;8308;0;557;149;1754;499;0;7;59;4298;345;76;0;287;118;4;1;0;7;9;267
MG;CAMBUI;22602;11801;0;791;179;2410;648;0;57;119;5285;576;125;0;284;114;5;2;0;1;8;197
MG;CAMBUQUIRA;7252;4385;0;221;22;586;267;0;6;64;1416;98;63;0;56;17;0;2;0;1;2;46
MG;CAMPANARIO;1114;524;0;22;0;94;27;0;9;9;377;13;5;0;29;0;0;0;0;0;0;5
MG;CAMPANHA;9945;5322;0;313;51;968;372;0;17;70;2332;164;74;0;130;61;0;3;0;1;4;63
MG;CAMPESTRE;17595;8526;0;680;85;2200;384;0;11;90;4999;171;92;0;164;93;3;3;0;3;6;85
MG;CAMPINA VERDE;11030;5519;0;313;87;1475;218;0;67;64;2107;440;67;0;525;99;1;1;0;3;0;44
MG;CAMPO AZUL;958;370;0;15;0;70;8;0;0;5;429;30;13;0;14;0;0;0;0;0;1;3
MG;CAMPO BELO;37081;19492;0;1498;412;3070;923;0;89;126;7805;1930;147;0;832;496;6;4;0;2;10;239
MG;CAMPO DO MEIO;6186;3461;0;162;5;556;137;0;15;19;1267;258;110;0;135;23;0;0;0;2;0;36
MG;CAMPO FLORIDO;4413;2183;0;221;88;531;103;0;33;50;570;157;98;0;220;142;0;0;0;0;1;16
MG;CAMPOS ALTOS;8914;5131;0;492;52;1298;316;0;45;66;902;145;140;0;170;70;0;0;0;0;4;83
MG;CAMPOS GERAIS;14862;8379;0;570;27;1627;305;0;102;80;3034;181;201;0;237;23;7;1;0;1;4;83
MG;CANA VERDE;3276;1571;0;93;67;275;52;0;11;10;963;71;26;0;67;59;0;0;0;0;1;10
MG;CANAA;2934;969;0;72;4;232;24;0;11;7;1520;43;13;0;26;4;0;0;0;0;5;4
MG;CANAPOLIS;6266;2864;0;294;134;802;182;0;20;29;999;409;104;0;243;159;0;1;0;1;6;19
MG;CANDEIAS;10124;4523;0;354;224;1066;220;0;17;50;2637;329;61;0;255;350;0;1;0;0;4;33
MG;CANTAGALO;1917;830;0;53;6;132;24;0;5;9;770;35;16;0;29;1;0;0;0;0;2;5
MG;CAPARAO;3188;1303;0;86;0;332;49;0;24;7;1305;25;19;0;20;0;0;0;0;1;2;15
MG;CAPELA NOVA;2645;1164;0;39;6;205;41;0;3;17;1077;45;10;0;19;7;0;0;0;1;1;10
MG;CAPELINHA;28484;10877;0;1094;186;2912;464;1;29;81;11083;528;263;0;449;242;6;4;0;1;49;215
MG;CAPETINGA;3919;2224;0;226;87;393;157;0;7;40;462;40;59;0;76;117;0;0;0;0;1;30
MG;CAPIM BRANCO;5375;3035;0;161;54;542;185;0;60;34;1000;79;28;0;100;56;0;1;0;2;5;33
MG;CAPINOPOLIS;10406;4327;0;419;330;978;228;0;62;45;1766;887;104;0;586;611;2;0;0;1;6;54
MG;CAPITAO ANDRADE;2879;901;0;91;9;211;32;0;8;10;1387;141;10;0;64;3;1;0;0;1;0;10
MG;CAPITAO ENEAS;4860;1894;0;150;28;364;119;0;8;13;1875;200;45;0;125;28;0;2;0;2;0;7
MG;CAPITOLIO;8049;3849;0;203;26;997;219;0;19;34;1760;212;55;0;404;47;1;0;0;0;5;218
MG;CAPUTIRA;6259;2734;0;193;7;632;148;0;26;19;2294;54;66;0;70;3;0;0;0;0;0;13
MG;CARAI;4622;1362;0;120;3;398;44;0;9;76;2441;67;60;0;30;4;0;1;0;0;3;4
MG;CARANAIBA;1220;665;0;24;3;73;9;0;11;15;370;12;20;0;10;5;0;0;0;0;0;3
MG;CARANDAI;16271;9108;0;733;273;1347;632;0;22;100;2865;239;149;0;418;306;0;2;0;0;12;65
MG;CARANGOLA;17573;8464;0;453;37;1440;498;0;99;77;5563;391;80;0;270;53;0;1;0;1;12;134
MG;CARATINGA;51574;23386;0;1637;145;4657;1258;0;129;139;15444;3155;495;0;538;160;8;1;0;5;33;384
MG;CARBONITA;5848;2196;0;201;82;576;118;0;9;22;2325;69;68;0;63;96;0;0;0;0;8;15
MG;CAREACU;3321;1848;0;238;34;395;114;0;21;14;446;54;21;0;87;32;0;0;0;0;0;17
MG;CARLOS CHAGAS;6738;2383;0;167;25;650;107;0;47;63;2793;215;73;0;151;31;1;1;0;1;7;23
MG;CARMESIA;2814;671;0;83;8;162;24;0;1;7;486;7;1300;0;24;37;0;0;0;0;0;4
MG;CARMO DA CACHOEIRA;5557;3311;0;234;72;521;270;0;3;59;823;10;70;0;97;49;0;1;0;0;1;36
MG;CARMO DA MATA;8047;3803;0;408;143;794;240;0;9;57;1915;197;106;0;140;182;2;6;0;0;3;42
MG;CARMO DE MINAS;5535;2923;0;198;8;501;212;0;12;62;1358;101;44;0;65;7;0;2;0;0;11;31
MG;CARMO DO CAJURU;15844;7081;0;643;31;1745;340;0;22;79;4783;366;129;0;468;36;23;5;0;0;21;72
MG;CARMO DO PARANAIBA;23715;11931;0;871;168;2967;403;0;85;96;4825;1283;151;0;504;208;2;5;0;4;27;185
MG;CARMO DO RIO CLARO;13660;7802;0;525;47;1460;318;0;51;55;2509;294;146;0;278;51;2;0;1;1;6;114
MG;CARMOPOLIS DE MINAS;13056;5916;0;739;380;1289;239;0;12;88;3504;86;115;0;263;337;10;1;0;0;0;77
MG;CARNEIRINHO;6186;2968;0;223;51;668;162;0;39;29;1324;141;82;0;405;84;0;1;0;0;1;8
MG;CARRANCAS;2113;1193;0;75;6;290;64;0;1;17;341;14;17;0;58;6;0;2;0;0;0;29
MG;CARVALHOPOLIS;2209;1142;0;56;2;258;45;0;1;18;625;17;10;0;23;3;0;1;0;0;0;8
MG;CARVALHOS;2570;1244;0;99;3;275;43;0;7;15;763;53;16;0;28;9;1;1;0;0;0;13
MG;CASA GRANDE;1242;499;0;55;8;125;37;0;0;4;475;8;7;0;13;10;0;0;0;0;0;1
MG;CASCALHO RICO;1270;653;0;64;7;156;26;0;2;35;245;20;6;0;36;19;0;0;0;0;0;1
MG;CASSIA;12084;6651;0;566;311;1314;354;0;52;78;1682;132;100;0;296;424;5;2;0;1;11;105
MG;CATAGUASES;41501;18564;0;879;306;2827;1086;0;224;112;13475;2312;170;0;824;337;11;11;1;4;26;332
MG;CATAS ALTAS;3233;1944;0;150;58;355;98;0;10;38;429;12;15;0;47;48;1;0;0;0;1;27
MG;CATAS ALTAS DA NORUEGA;1595;635;0;61;6;137;26;0;4;5;655;15;18;0;19;2;0;0;0;0;0;12
MG;CATUJI;2215;954;0;64;13;224;44;0;6;43;751;54;28;0;18;11;0;0;0;0;0;5
MG;CATUTI;5118;1575;0;48;0;193;19;0;62;12;2980;137;29;0;56;0;0;2;0;0;0;5
MG;CAXAMBU;12747;7611;0;285;54;933;453;0;39;51;2598;221;34;0;245;74;1;1;0;1;2;144
MG;CEDRO DO ABAETE;514;274;0;18;0;66;12;0;1;4;119;10;4;0;4;0;1;0;0;0;0;1
MG;CENTRAL DE MINAS;4192;1511;0;158;2;315;48;0;2;12;1712;298;24;0;95;6;0;0;0;0;1;8
MG;CENTRALINA;4096;1742;0;157;96;426;92;0;63;14;668;418;26;0;205;167;1;0;0;0;2;19
MG;CHACARA;1384;656;0;59;3;145;32;0;10;8;373;19;27;0;44;0;0;0;0;0;0;8
MG;CHALE;4319;1418;0;112;8;305;53;0;14;15;2248;71;16;0;39;5;0;0;0;0;0;15
MG;CHAPADA DO NORTE;2530;666;0;56;2;252;50;0;3;16;1406;15;29;0;23;4;0;0;0;0;2;6
MG;CHAPADA GAUCHA;4743;1469;0;257;73;716;177;0;8;26;1501;94;71;0;166;126;1;1;0;0;2;55
MG;CHIADOR;2282;1157;0;277;34;216;79;0;13;33;292;23;13;0;81;51;0;0;0;1;3;9
MG;CIPOTANEA;3883;1129;0;93;4;370;48;0;5;14;2048;60;24;0;41;1;0;1;0;1;1;43
MG;CLARAVAL;2543;1296;0;126;7;361;98;0;16;21;466;22;29;0;61;3;0;1;0;0;0;36
MG;CLARO DOS POCOES;2391;924;0;80;9;259;39;0;1;14;915;55;49;0;36;5;0;1;0;1;0;3
MG;CLAUDIO;22708;11121;0;1164;304;2500;511;0;27;73;5242;583;91;0;453;392;1;6;0;1;10;229
MG;COIMBRA;4476;1904;0;156;23;449;88;0;58;9;1620;54;25;0;45;26;0;1;0;0;4;14
MG;COLUNA;4440;1496;0;83;1;407;47;0;2;7;2191;114;25;0;56;0;1;0;0;0;4;6
MG;COMENDADOR GOMES;1379;603;0;59;1;236;24;0;1;16;333;24;27;0;48;0;0;0;0;0;1;6
MG;COMERCINHO;2183;605;0;37;0;196;22;0;1;22;1246;23;23;0;7;0;0;0;0;0;0;1
MG;CONCEICAO DA APARECIDA;7349;3713;0;240;15;900;174;0;19;26;1879;169;49;0;84;23;0;1;0;1;2;54
MG;CONCEICAO DA BARRA DE MINAS;2315;1102;0;78;9;188;61;0;3;27;748;35;19;0;28;4;0;0;0;1;3;9
MG;CONCEICAO DAS ALAGOAS;14994;7623;0;575;271;1280;335;0;102;73;2390;1179;158;0;529;357;6;1;0;10;7;98
MG;CONCEICAO DAS PEDRAS;1804;901;0;39;0;284;20;0;4;8;523;1;10;0;9;0;0;0;0;0;1;4
MG;CONCEICAO DE IPANEMA;2334;823;0;61;2;162;25;0;10;14;1174;33;7;0;16;1;0;0;0;0;0;6
MG;CONCEICAO DO MATO DENTRO;9926;4536;0;336;15;1009;256;0;23;75;2952;239;203;0;125;15;0;1;1;5;16;119
MG;CONCEICAO DO PARA;3357;1594;0;114;39;307;64;0;1;20;952;80;25;0;97;44;1;0;0;0;1;18
MG;CONCEICAO DO RIO VERDE;6095;3580;0;253;12;602;236;0;20;92;1064;32;54;0;92;22;0;0;0;1;6;29
MG;CONCEICAO DOS OUROS;5970;3391;0;293;26;757;150;0;24;31;1076;63;24;0;58;39;0;0;0;1;3;34
MG;CONEGO MARINHO;1725;461;0;32;2;138;41;0;0;10;942;43;28;0;23;3;0;0;0;0;0;2
MG;CONFINS;5962;3132;0;342;166;524;166;0;37;40;948;128;97;0;111;209;0;7;0;3;2;50
MG;CONGONHAL;7503;3802;0;360;42;830;167;0;42;17;1871;95;23;0;154;50;1;1;0;1;2;45
MG;CONGONHAS;33843;19856;0;1304;823;2647;1077;0;316;233;4827;680;333;0;579;819;1;6;0;16;25;301
MG;CONGONHAS DO NORTE;1829;717;0;77;3;206;63;0;4;7;688;14;14;0;21;5;0;0;0;0;5;5
MG;CONQUISTA;3801;2389;0;164;50;368;112;0;13;33;380;40;42;0;116;65;0;0;0;0;0;29
MG;CONSELHEIRO LAFAIETE;85848;49562;0;1872;787;5888;2871;0;186;377;19206;1423;718;0;1276;724;3;9;0;11;27;908
MG;CONSELHEIRO PENA;10613;4143;0;293;8;892;153;0;28;19;4108;599;78;0;190;8;3;1;0;3;27;60
MG;CONSOLACAO;705;379;0;12;1;92;10;0;0;6;185;2;8;0;10;0;0;0;0;0;0;0
MG;CONTAGEM;359914;208977;0;15202;4640;30723;13889;0;525;1608;59623;4438;3108;0;6814;6682;6;64;2;284;98;3231
MG;COQUEIRAL;5359;3021;0;158;11;556;108;0;2;22;1264;83;29;0;71;11;5;1;0;0;1;16
MG;CORACAO DE JESUS;9094;3478;0;287;7;1012;149;0;11;18;3435;346;134;0;173;13;0;2;0;2;4;23
MG;CORDISBURGO;3637;1914;0;137;10;458;73;0;53;22;814;58;29;0;49;12;0;1;0;0;1;6
MG;CORDISLANDIA;1583;946;0;60;1;153;63;0;2;29;274;7;12;0;29;0;0;0;0;0;0;7
MG;CORINTO;13302;6330;0;425;32;1258;254;0;98;54;3585;718;129;0;308;51;0;6;0;1;7;46
MG;COROACI;3688;1297;0;128;2;312;51;0;6;18;1673;133;20;0;31;3;0;0;0;0;0;14
MG;COROMANDEL;21614;11553;0;938;375;3005;516;0;50;137;2968;564;152;0;604;573;1;4;0;2;18;154
MG;CORONEL FABRICIANO;56405;31024;0;1276;249;3547;1498;2;616;235;14654;671;742;0;1098;239;3;8;0;9;44;490
MG;CORONEL MURTA;2940;847;0;45;7;243;35;0;2;11;1613;76;20;0;29;7;0;0;0;0;0;5
MG;CORONEL PACHECO;899;580;0;34;1;89;22;0;2;13;118;4;10;0;21;0;0;0;0;0;1;4
MG;CORONEL XAVIER CHAVES;1635;864;0;96;5;131;30;0;1;9;415;12;5;0;42;8;0;1;0;1;2;13
MG;CORREGO DANTA;1690;964;0;64;21;272;57;0;2;3;184;8;22;0;57;31;0;0;0;0;0;5
MG;CORREGO DO BOM JESUS;2496;1253;0;56;4;262;59;0;3;10;726;47;18;0;38;1;1;0;0;0;0;18
MG;CORREGO FUNDO;4463;2131;0;460;82;406;58;0;4;33;903;91;45;0;131;108;0;0;0;2;4;5
MG;CORREGO NOVO;1226;506;0;36;1;63;9;0;10;10;545;15;11;0;17;2;0;0;0;0;0;1
